#名前,"性別(0=両,1=男,2=女)","タイプ(0=両方,1=剣士,2=ガンナー)",レア度,スロット数,入手時期／集☆（99=集入手不可）,入手時期／村☆（99=村入手不可）,入手時期集村(0=or/1=and),初期防御力,最終防御力,火耐性,水耐性,雷耐性,氷耐性,龍耐性,スキル系統1,スキル値1,スキル系統2,スキル値2,スキル系統3,スキル値3,スキル系統4,スキル値4,スキル系統5,スキル値5,生産素材1,個数,生産素材2,個数,生産素材3,個数,生産素材4,個数
ダマスクＲアーム,0,1,6,0,8,99,0,56,128,-1,2,-3,1,-1,無心,3,抜刀会心,2,,,,,,,獰猛化狩猟の証�V,1,獰猛化轟竜鱗,2,尖骸棘殻,4,獰猛化素材(上位pts),8
ダマスクＲガード,0,2,6,0,8,99,0,28,64,-1,2,-3,1,-1,無心,3,貫通弾強化,1,,,,,,,獰猛化狩猟の証�V,1,獰猛化轟竜鱗,2,尖骸棘殻,4,獰猛化素材(上位pts),8
アーティアＳアーム,0,1,6,0,6,99,0,60,132,1,-2,-2,2,3,対防御DOWN,3,雷属性攻撃,3,高速設置,3,,,,,太古の破片,1,さびた破片,2,ユニオン鉱石,3,ドラグライト鉱石,9
アーティアＳガード,0,2,6,0,6,99,0,30,66,3,-2,-2,2,3,対防御DOWN,3,雷属性攻撃,3,高速設置,3,,,,,太古の破片,1,さびた破片,2,ユニオン鉱石,3,ドラグライト鉱石,9
アーティアＲアーム,0,1,6,1,7,99,0,56,128,1,-2,-2,2,3,対防御DOWN,3,高速設置,3,,,,,,,獰猛化狩猟の証�U,1,太古の破片,1,ユニオン鉱石,10,獰猛化素材(上位pts),8
アーティアＲガード,0,2,6,1,7,99,0,28,64,3,-2,-2,2,3,対防御DOWN,3,高速設置,2,,,,,,,獰猛化狩猟の証�U,1,太古の破片,1,ユニオン鉱石,10,獰猛化素材(上位pts),8
ベリオアーム,0,1,6,1,6,9,0,52,124,-3,0,-1,3,0,跳躍,2,達人,2,体術,5,スタミナ,-2,,,氷牙竜の鋭爪,3,氷牙竜の堅殻,2,上竜骨,5,白兎獣の堅腹甲,2
ベリオガード,0,2,6,1,6,9,0,26,62,-3,0,-1,4,0,跳躍,1,達人,2,体術,5,スタミナ,-2,,,氷牙竜の鋭爪,3,氷牙竜の堅殻,2,上竜骨,5,白兎獣の堅腹甲,2
セルタスアーム,0,1,6,0,6,99,0,60,132,-3,4,-2,-2,5,斬れ味,2,砲術,6,英雄の盾,2,,,,,重甲虫の堅殻,5,重甲虫の鋭爪,2,徹甲虫の堅殻,4,モンスターの濃汁,3
セルタスガード,0,2,6,0,6,99,0,30,66,-3,4,-2,-2,6,弾薬節約,2,砲術,6,英雄の盾,2,,,,,重甲虫の堅殻,5,重甲虫の鋭爪,2,徹甲虫の堅殻,4,モンスターの濃汁,3
レウスＳアーム,0,1,6,1,6,99,0,58,130,4,0,-2,0,-4,痛撃,1,攻撃,4,,,,,,,火竜の上鱗,3,火竜の尻尾,2,火竜の翼爪,4,獄炎石,2
レウスＳガード,0,2,6,1,6,99,0,29,65,5,0,-2,0,-4,痛撃,1,攻撃,4,,,,,,,火竜の上鱗,3,火竜の尻尾,2,火竜の翼爪,4,獄炎石,2
EXレウスアーム,0,1,6,0,8,6,0,62,134,4,0,-2,0,-4,炎熱適応,1,底力,4,加護,-3,,,,,EX火竜チケット,1,火竜の上鱗,4,火竜の翼爪,5,獄炎石,3
EXレウスガード,0,2,6,0,8,6,0,31,67,5,0,-2,0,-4,炎熱適応,1,底力,4,加護,-3,,,,,EX火竜チケット,1,火竜の上鱗,4,火竜の翼爪,5,獄炎石,3
レウスＲアーム,0,1,6,1,7,99,0,54,126,4,0,-2,0,-4,攻撃,6,,,,,,,,,獰猛化火竜鱗,1,火竜の上鱗,5,爆炎袋,5,雄火竜素材(pts),8
レウスＲガード,0,2,6,1,7,99,0,27,63,5,0,-2,0,-4,攻撃,6,,,,,,,,,獰猛化火竜鱗,1,火竜の上鱗,5,爆炎袋,5,雄火竜素材(pts),8
ラギアＳアーム,0,1,6,0,6,99,0,58,130,-3,2,4,-1,-2,気力回復,1,ガード性能,3,属性攻撃,2,,,,,海竜の鋭爪,3,海竜の高電殻,2,海竜の上鱗,5,海竜の背電殻,2
ラギアＳガード,0,2,6,0,6,99,0,29,65,-3,2,5,-1,-2,気力回復,1,貫通弾強化,3,属性攻撃,2,,,,,海竜の鋭爪,3,海竜の高電殻,2,海竜の上鱗,5,海竜の背電殻,2
ラギアＲアーム,0,1,6,0,7,99,0,54,126,-3,2,4,-1,-2,属性攻撃,3,ガード性能,3,,,,,,,獰猛化海竜皮,1,海竜の上鱗,5,海竜の鋭爪,5,海竜素材(pts),8
ラギアＲガード,0,2,6,0,7,99,0,27,63,-3,2,5,-1,-2,属性攻撃,3,貫通弾強化,3,,,,,,,獰猛化海竜皮,1,海竜の上鱗,5,海竜の鋭爪,5,海竜素材(pts),8
ジンオウＳアーム,0,1,6,0,6,99,0,58,130,0,-1,4,-4,1,本気,5,,,,,,,,,雷狼竜の尖爪,5,雷狼竜の高電殻,5,雷狼竜の帯電毛,3,ファンゴの上毛皮,6
ジンオウＳガード,0,2,6,0,6,99,0,29,65,0,-1,5,-4,1,本気,5,,,,,,,,,雷狼竜の尖爪,5,雷狼竜の高電殻,5,雷狼竜の帯電毛,3,ファンゴの上毛皮,6
EXジンオウアーム,0,1,6,1,8,99,0,62,134,0,-1,4,-4,1,本気,3,連撃,2,気配,-1,,,,,EX雷狼竜チケット,1,雷狼竜の堅殻,5,超電雷光虫,10,高圧電甲,4
EXジンオウガード,0,2,6,1,8,99,0,31,67,0,-1,5,-4,1,本気,3,連撃,2,気配,-1,,,,,EX雷狼竜チケット,1,雷狼竜の堅殻,5,超電雷光虫,10,高圧電甲,4
グラビドアーム,0,1,6,2,6,9,0,58,130,3,-3,1,0,-2,攻撃,2,ガード性能,3,,,,,,,鎧竜の堅殻,3,鎧竜の頭殻,1,上竜骨,2,爆炎袋,2
グラビドガード,0,2,6,2,6,9,0,29,65,4,-3,1,0,-2,攻撃,2,反動,3,,,,,,,鎧竜の堅殻,3,鎧竜の頭殻,1,上竜骨,2,爆炎袋,2
ミツネＳアーム,0,1,6,1,6,99,0,50,122,0,2,-3,1,-1,泡沫,1,腹減り,2,窮地,3,,,,,泡狐竜の尖爪,4,泡狐竜の上鱗,2,黒真珠,6,青熊獣の堅腕甲,2
ミツネＳガード,0,2,6,1,6,99,0,25,61,0,2,-2,1,-1,泡沫,1,腹減り,1,窮地,3,,,,,泡狐竜の尖爪,4,泡狐竜の上鱗,2,黒真珠,6,青熊獣の堅腕甲,2
ゼクスＳアーム,0,1,6,1,6,99,0,58,130,0,-2,3,-3,2,連撃,2,気絶,1,気力回復,2,,,,,電竜の堅棘殻,4,電竜の上鱗,3,電竜の翼爪,2,電撃袋,4
ゼクスＳガード,0,2,6,1,6,99,0,29,65,0,-2,4,-3,2,連撃,1,気絶,1,気力回復,2,,,,,電竜の堅棘殻,4,電竜の上鱗,3,電竜の翼爪,2,電撃袋,4
ガムートＳアーム,0,1,6,2,6,99,0,66,138,-3,1,-1,3,2,寒冷適応,1,重撃,2,,,,,,,巨獣の堅殻,4,巨獣の鼻棘,6,堅牢な骨,4,カワズの殿油,3
ガムートＳガード,0,2,6,2,6,99,0,33,69,-3,1,-1,4,2,寒冷適応,1,重撃,2,,,,,,,巨獣の堅殻,4,巨獣の鼻棘,6,堅牢な骨,4,カワズの殿油,3
ディノＳアーム,0,1,6,0,6,99,0,60,132,3,-3,1,0,-1,研磨術,2,匠,3,,,,,,,斬竜の焔状殻,2,斬竜の堅殻,4,獄炎石,3,跳狗竜の上赤皮,4
ディノＳガード,0,2,6,0,6,99,0,30,66,4,-3,1,0,-1,研磨術,2,射法,3,,,,,,,斬竜の焔状殻,2,斬竜の堅殻,4,獄炎石,3,跳狗竜の上赤皮,4
アグナアーム,0,1,6,2,6,99,0,60,132,4,-4,0,-1,0,炎熱適応,1,,,,,,,,,炎戈竜の鋭爪,4,炎戈竜の堅殻,4,炎戈竜の尻尾,1,溶岩塊,6
アグナガード,0,2,6,2,6,99,0,30,66,6,-4,0,-1,0,炎熱適応,1,,,,,,,,,炎戈竜の鋭爪,4,炎戈竜の堅殻,4,炎戈竜の尻尾,1,溶岩塊,6
ゴアＳアーム,0,1,6,0,6,99,0,60,132,-2,2,-1,2,-2,回避性能,4,,,,,,,,,黒蝕竜の鋭惨爪,3,黒蝕竜の上暗翼,2,黒蝕竜の堅殻,5,黒蝕竜の暗翼,2
ゴアＳガード,0,2,6,0,6,99,0,30,66,-2,3,-1,2,-2,回避性能,4,,,,,,,,,黒蝕竜の鋭惨爪,3,黒蝕竜の上暗翼,2,黒蝕竜の堅殻,5,黒蝕竜の暗翼,2
EXゴアアーム,0,1,6,0,8,99,0,64,136,-2,2,-1,2,-2,闘魂,2,細菌学,4,,,,,,,EX黒蝕竜チケット,1,黒蝕竜の上暗翼,4,黒蝕竜の触角,4,天廻龍の堅殻,4
EXゴアガード,0,2,6,0,8,99,0,32,68,-2,3,-1,2,-2,闘魂,2,細菌学,4,,,,,,,EX黒蝕竜チケット,1,黒蝕竜の上暗翼,4,黒蝕竜の触角,4,天廻龍の堅殻,4
ゴアＲアーム,0,1,6,1,8,99,0,56,128,-2,2,-1,2,-2,狂撃耐性,4,,,,,,,,,獰猛化黒蝕竜鱗,1,黒蝕竜の堅殻,5,黒蝕竜の上暗翼,5,黒蝕竜素材(pts),8
ゴアＲガード,0,2,6,1,8,99,0,28,64,-2,3,-1,2,-2,狂撃耐性,4,,,,,,,,,獰猛化黒蝕竜鱗,1,黒蝕竜の堅殻,5,黒蝕竜の上暗翼,5,黒蝕竜素材(pts),8
レギオスＳアーム,0,1,6,0,7,99,0,60,132,2,0,-3,-2,0,抜刀会心,3,体術,4,,,,,,,千刃竜の刻爪,5,千刃竜の尖翼爪,4,千刃竜の飛刃片,6,ノヴァクリスタル,2
レギオスＳガード,0,2,6,0,7,99,0,30,66,4,0,-3,-2,0,射法,3,体術,4,,,,,,,千刃竜の刻爪,5,千刃竜の尖翼爪,4,千刃竜の飛刃片,6,ノヴァクリスタル,2
ドボルアーム,0,1,6,0,6,99,0,66,138,-3,2,1,-2,1,溜め短縮,3,,,,,,,,,尾槌竜の堅殻,4,尾槌竜の堅尾甲,2,尾槌竜の堅苔甲,5,垂皮竜の上皮,6
ドボルガード,0,2,6,0,6,99,0,33,69,-2,2,1,-2,1,溜め短縮,3,,,,,,,,,尾槌竜の堅殻,4,尾槌竜の堅尾甲,2,尾槌竜の堅苔甲,5,垂皮竜の上皮,6
レックスＳアーム,0,1,6,1,6,99,0,60,132,2,0,-3,0,-2,食事,3,聴覚保護,3,回復量,-2,,,,,轟竜の鋭牙,2,轟竜の上鱗,4,轟竜の爪,4,カブレライト鉱石,5
レックスＳガード,0,2,6,1,6,99,0,30,66,4,0,-3,0,-2,食事,3,聴覚保護,3,回復量,-2,,,,,轟竜の鋭牙,2,轟竜の上鱗,4,轟竜の爪,4,カブレライト鉱石,5
EXレックスアーム,0,1,6,1,8,99,0,64,136,2,0,-3,0,-2,食事,3,逆上,1,肉食,2,,,,,EX轟竜チケット,1,轟竜の鋭牙,5,轟竜の爪,6,斬竜の鋭牙,4
EXレックスガード,0,2,6,1,8,99,0,32,68,4,0,-3,0,-2,食事,2,逆上,1,肉食,2,,,,,EX轟竜チケット,1,轟竜の鋭牙,5,轟竜の爪,6,斬竜の鋭牙,4
レックスＲアーム,0,1,6,2,8,99,0,56,128,2,0,-3,0,-2,食事,3,聴覚保護,2,,,,,,,獰猛化轟竜鱗,1,轟竜の堅殻,5,獰猛な尖爪,1,轟竜素材(pts),8
レックスＲガード,0,2,6,2,8,99,0,28,64,4,0,-3,0,-2,食事,2,聴覚保護,2,,,,,,,獰猛化轟竜鱗,1,轟竜の堅殻,5,獰猛な尖爪,1,轟竜素材(pts),8
キリンＳアームロング,0,1,6,1,6,99,0,64,136,-1,-1,3,0,2,属性攻撃,1,加護,2,スタミナ,2,,,,,キリンの上皮,1,キリンの雷尾,3,ゴム質の上皮,2,超電雷光虫,5
キリンＳグローブ,0,2,6,1,6,99,0,32,68,-1,-1,4,0,2,属性攻撃,1,加護,2,スタミナ,2,,,,,キリンの上皮,1,キリンの雷尾,3,ゴム質の上皮,2,超電雷光虫,5
キリンＲアームロング,0,1,6,0,7,99,0,60,132,-1,-1,3,0,2,属性攻撃,5,,,,,,,,,獰猛な帯電毛,1,キリンの上皮,3,キリンの雷角,4,獰猛化素材(上位pts),8
キリンＲグローブ,0,2,6,0,7,99,0,30,66,-1,-1,4,0,2,属性攻撃,5,,,,,,,,,獰猛な帯電毛,1,キリンの上皮,3,キリンの雷角,4,獰猛化素材(上位pts),8
ブラキＳアーム,0,1,6,1,7,99,0,62,134,2,-4,0,-2,0,闘魂,3,細菌学,2,,,,,,,砕竜の堅黒曜甲,3,砕竜の剛拳,1,なぞの粘菌,3,ノヴァクリスタル,1
ブラキＳガード,0,2,6,1,7,99,0,31,67,2,-3,0,-2,0,闘魂,3,細菌学,1,,,,,,,砕竜の堅黒曜甲,3,砕竜の剛拳,1,なぞの粘菌,3,ノヴァクリスタル,1
EXブラキアーム,0,1,6,0,8,99,0,66,138,2,-4,0,-2,0,爆弾強化,2,匠,4,,,,,,,EX砕竜チケット,1,砕竜の堅黒曜甲,4,砕竜の拳,5,ノヴァクリスタル,5
EXブラキガード,0,2,6,0,8,99,0,33,69,2,-3,0,-2,0,爆弾強化,2,速射,4,,,,,,,EX砕竜チケット,1,砕竜の堅黒曜甲,4,砕竜の拳,5,ノヴァクリスタル,5
金色ノ篭手,0,1,6,0,6,99,0,66,138,2,1,3,-5,2,無心,2,攻撃,5,気配,-2,,,,,金獅子の尖角,1,金獅子の尻尾,2,金獅子の尖爪,2,炎の龍鱗,2
黒子ノ篭手,0,2,6,0,6,99,0,33,69,2,1,3,-4,2,無心,2,攻撃,4,気配,2,,,,,金獅子の尖角,1,金獅子の尻尾,2,金獅子の尖爪,2,炎の龍鱗,2
バンギスアーム,0,1,6,1,6,99,0,66,138,0,0,-4,0,-4,痛撃,2,重撃,3,腹減り,-2,,,,,恐暴竜の黒鱗,6,恐暴竜の大牙,5,恐暴竜の尻尾,1,絞蛇竜の骨髄,1
バンギスガード,0,2,6,1,6,99,0,33,69,0,0,-3,0,-4,痛撃,2,重撃,2,腹減り,-2,,,,,恐暴竜の黒鱗,6,恐暴竜の大牙,5,恐暴竜の尻尾,1,絞蛇竜の骨髄,1
ギルドナイトグラブ,1,1,6,1,5,99,0,50,122,0,0,0,0,0,運気,2,采配,2,,,,,,,ギルドチケット,1,真珠色の柔皮,4,ファンゴの上毛皮,3,モンスターの体液,3
ギルドナイトカフス,1,2,6,1,5,99,0,25,61,0,0,0,0,0,運気,2,采配,2,,,,,,,ギルドチケット,1,真珠色の柔皮,4,ファンゴの上毛皮,3,モンスターの体液,3
メイドＳグラブ,2,1,6,1,7,99,0,50,122,0,0,0,0,0,運気,2,采配,2,,,,,,,ココットチケット,1,真珠色の柔皮,4,ファンゴの上毛皮,3,モンスターの体液,3
プライベートＳカフス,2,2,6,1,7,99,0,25,61,0,0,0,0,0,運気,2,采配,2,,,,,,,ココットチケット,1,真珠色の柔皮,4,ファンゴの上毛皮,3,モンスターの体液,3
ギルドガードグラブ蒼,1,1,6,1,6,6,0,50,122,0,0,0,0,0,護石王,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,夜鳥の上羽鱗,5,暖かい毛皮,10
ギルドガードカフス蒼,1,2,6,1,6,6,0,25,61,0,0,0,0,0,護石王,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,夜鳥の上羽鱗,5,暖かい毛皮,10
ギルドガードグラブ蒼,2,1,6,1,6,6,0,50,122,0,0,0,0,0,護石王,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,夜鳥の上羽鱗,5,暖かい毛皮,10
ギルドガードカフス蒼,2,2,6,1,6,6,0,25,61,0,0,0,0,0,護石王,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,夜鳥の上羽鱗,5,暖かい毛皮,10
ギルドガードグラブ紅,1,1,6,1,6,6,0,50,122,0,0,0,0,0,剥ぎ取り,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,赤甲獣の堅殻,5,怪鳥の甲殻,5
ギルドガードカフス紅,1,2,6,1,6,6,0,25,61,0,0,0,0,0,剥ぎ取り,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,赤甲獣の堅殻,5,怪鳥の甲殻,5
ギルドガードグラブ紅,2,1,6,1,6,6,0,50,122,0,0,0,0,0,剥ぎ取り,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,赤甲獣の堅殻,5,怪鳥の甲殻,5
ギルドガードカフス紅,2,2,6,1,6,6,0,25,61,0,0,0,0,0,剥ぎ取り,2,采配,2,,,,,,,ギルドチケット,1,ポッケチケット,1,赤甲獣の堅殻,5,怪鳥の甲殻,5
ヘルパーＳカフス,2,1,6,1,6,99,0,50,122,0,0,0,0,0,広域,3,回復量,2,,,,,,,ポッケチケット,1,ノヴァクリスタル,2,雪獅子の毛,3,真珠色の柔皮,4
ヒーラーＳカフス,2,2,6,1,6,99,0,25,61,0,0,0,0,0,広域,3,回復量,2,,,,,,,ポッケチケット,1,ノヴァクリスタル,2,雪獅子の毛,3,真珠色の柔皮,4
ヘルパーＵカフス,2,1,6,0,6,99,0,50,122,0,0,0,0,0,広域,3,重撃,2,観察眼,2,,,,,ポッケチケット,1,ノヴァクリスタル,2,迅竜の黒毛,3,真珠色の柔皮,4
ヒーラーＵカフス,2,2,6,0,6,99,0,25,61,0,0,0,0,0,回復量,2,重撃,2,千里眼,3,,,,,ポッケチケット,1,ノヴァクリスタル,2,迅竜の黒毛,3,真珠色の柔皮,4
ギルドバードＳアーム,1,1,6,1,6,99,0,50,122,0,0,0,0,0,運気,2,号令,2,,,,,,,ギルドチケット,1,龍歴院チケット,1,海綿質の上皮,5,カブレライト鉱石,5
ギルドバードＳカフス,1,2,6,1,6,99,0,25,61,0,0,0,0,0,運気,2,号令,2,,,,,,,ギルドチケット,1,龍歴院チケット,1,海綿質の上皮,5,カブレライト鉱石,5
三眼の腕輪,0,0,6,3,6,99,0,15,51,0,0,0,0,0,,,,,,,,,,,堅竜骨,2,ノヴァクリスタル,2,,,,
撫子・華【蕾袖】,2,1,6,1,7,99,0,50,122,0,0,0,0,0,千里眼,2,観察眼,2,無心,2,,,,,ユクモチケット,1,ユクモの堅木,2,雷狼竜の高電毛,4,ノヴァクリスタル,2
桔梗・華【蕾袖】,2,2,6,1,7,99,0,25,61,0,0,0,0,0,千里眼,2,観察眼,2,無心,2,,,,,ユクモチケット,1,ユクモの堅木,2,雷狼竜の高電毛,4,ノヴァクリスタル,2
エースアーム,1,1,6,0,8,99,0,50,122,0,0,0,0,0,斬れ味,2,剣術,2,気力回復,2,,,,,ベルナチケット,1,獰猛化絞蛇竜殻,1,轟竜の尖爪,3,古龍の血,2
エースガード,1,2,6,0,8,99,0,25,61,0,0,0,0,0,弾薬節約,2,装填数,2,気力回復,2,,,,,ベルナチケット,1,獰猛化絞蛇竜殻,1,轟竜の尖爪,3,古龍の血,2
クイーンアーム,2,1,6,0,8,99,0,50,122,0,0,0,0,0,斬れ味,2,剣術,2,気力回復,2,,,,,ベルナチケット,1,獰猛化絞蛇竜殻,1,轟竜の尖爪,3,古龍の血,2
クイーンガード,2,2,6,0,8,99,0,25,61,0,0,0,0,0,弾薬節約,2,装填数,2,気力回復,2,,,,,ベルナチケット,1,獰猛化絞蛇竜殻,1,轟竜の尖爪,3,古龍の血,2
ホークアーム,1,1,6,0,7,6,0,50,122,0,0,0,0,0,狂撃耐性,3,体術,1,食事,2,,,,,ベルナチケット,1,上質な毛皮,2,徹甲虫の薄羽,4,奇猿狐の剛毛,2
ホークガード,1,2,6,0,7,6,0,25,61,0,0,0,0,0,狂撃耐性,3,体術,1,食事,2,,,,,ベルナチケット,1,上質な毛皮,2,徹甲虫の薄羽,4,奇猿狐の剛毛,2
グルニャンＳマンシュ,0,1,6,0,6,99,0,56,128,1,1,1,1,1,研ぎ師,4,スタミナ,3,,,,,,,獰猛化エキス,1,ビストロチケット,2,ポッケチケット,1,金獅子の黒毛,3
グルニャンＳミトン,0,2,6,0,6,99,0,28,64,1,1,1,1,1,弾薬節約,4,スタミナ,3,,,,,,,獰猛化エキス,1,ビストロチケット,2,ポッケチケット,1,金獅子の黒毛,3
サージュＳグラブ,0,1,6,1,6,99,0,50,122,0,0,0,0,0,捕獲,1,細菌学,3,,,,,,,龍歴院チケット,1,雲羊鹿の毛玉,5,獰猛な竜骨,2,斬竜の焔状殻,2
サージュＳカフス,0,2,6,1,6,99,0,25,61,0,0,0,0,0,捕獲,1,細菌学,3,,,,,,,龍歴院チケット,1,雲羊鹿の毛玉,5,獰猛な竜骨,2,斬竜の焔状殻,2
城塞遊撃隊【手甲】,0,1,6,1,8,99,0,56,128,0,0,0,0,0,跳躍,1,攻撃,3,気力回復,1,,,,,ギルドチケット,1,千刃竜の刻爪,3,凍結袋,4,ジャギィの鱗,12
城塞弓撃隊【手甲】,0,2,6,1,8,99,0,28,64,0,0,0,0,0,跳躍,1,攻撃,3,気力回復,1,,,,,ギルドチケット,1,千刃竜の刻爪,3,凍結袋,4,ジャギィの鱗,12
忍の篭手・天,0,1,7,0,8,99,0,56,128,2,-1,2,-1,1,痛撃,4,気配,2,,,,,,,ギルドチケット,1,煌黒龍の翼膜,1,雌火竜の上鱗,5,古龍の血,2
忍の篭手・地,0,2,7,0,8,99,0,28,64,2,-1,2,-1,2,痛撃,4,気配,2,,,,,,,ギルドチケット,1,煌黒龍の翼膜,1,雌火竜の上鱗,5,古龍の血,2
忍の篭手・空,0,1,7,1,8,99,0,60,132,2,-1,2,-1,1,特殊会心,4,連撃,2,,,,,,,ギルドチケット,1,煌黒龍の翼膜,1,金火竜の上鱗,3,古龍の血,2
忍の篭手・海,0,2,7,1,8,99,0,30,66,2,-1,2,-1,2,特殊会心,4,連撃,2,,,,,,,ギルドチケット,1,煌黒龍の翼膜,1,金火竜の上鱗,3,古龍の血,2
龍歴士アーム,0,1,7,1,7,6,0,66,138,2,2,-2,-2,2,寒冷適応,2,炎熱適応,2,研磨術,2,,,,,ベルナチケット,2,龍歴院チケット,2,勇気の証Ｇ,2,竜玉,1
龍歴士ガード,0,2,7,1,7,6,0,33,69,2,2,-2,-2,3,寒冷適応,2,炎熱適応,2,研磨術,2,,,,,ベルナチケット,2,龍歴院チケット,2,勇気の証Ｇ,2,竜玉,1
マスターアーム,0,1,7,1,7,99,0,66,138,2,-2,2,-2,2,無心,2,英雄の盾,2,加護,2,,,,,ココットチケット,2,勇気の証Ｇ,2,いにしえの龍骨,3,竜玉,1
マスターガード,0,2,7,1,7,99,0,33,69,3,-2,2,-2,2,無心,2,英雄の盾,2,加護,2,,,,,ココットチケット,2,勇気の証Ｇ,2,いにしえの龍骨,3,竜玉,1
ブラックＳクロウ,0,1,7,0,8,99,0,66,138,2,2,2,2,-5,属性耐性,2,溜め短縮,2,抜刀会心,2,,,,,発光する上粘液,2,ポッケチケット,2,黒いかけら,3,いにしえの龍骨,3
ブラックＳフィスト,0,2,7,0,8,99,0,33,69,2,2,2,3,-5,属性耐性,2,溜め短縮,2,貫通弾強化,2,,,,,発光する上粘液,2,ポッケチケット,2,黒いかけら,3,いにしえの龍骨,3
桐花【篭手】,0,1,7,0,8,99,0,66,138,-2,2,2,2,-2,連撃,2,会心強化,3,属性会心,2,,,,,ユクモチケット,2,足湯チケット,1,希望の証Ｇ,2,古龍の浄血,1
三葵【篭手】,0,2,7,0,8,99,0,33,69,-2,2,3,2,-2,連撃,2,会心強化,2,属性会心,2,,,,,ユクモチケット,2,足湯チケット,1,希望の証Ｇ,2,古龍の浄血,1
ウィズダムグラブ,0,1,7,1,99,10,0,62,134,0,0,0,0,0,ＳＰ延長,3,調合数,3,我慢,2,腹減り,-2,,,勇気の証Ｇ,1,雲羊鹿の毛玉,4,斬竜の焔状殻,2,上質な毛皮,3
ウィズダムカフス,0,2,7,1,99,10,0,31,67,0,0,0,0,0,ＳＰ延長,3,調合数,3,我慢,2,腹減り,-2,,,勇気の証Ｇ,1,雲羊鹿の毛玉,4,斬竜の焔状殻,2,上質な毛皮,3
チアフルアーム,2,1,7,1,99,9,0,48,120,0,0,0,0,0,納刀研磨,4,剣術,-2,,,,,,,勇気の証,1,上質な毛皮,3,龍神カズラ,3,潜口竜の皮,5
チアフルガード,2,2,7,1,99,9,0,24,60,0,0,0,0,0,射法,4,精密射撃,-2,,,,,,,勇気の証,1,上質な毛皮,3,龍神カズラ,3,潜口竜の皮,5
マリネログラブ,2,1,7,1,99,9,0,50,122,0,0,0,0,0,特殊攻撃,3,連撃,3,属性攻撃,-2,,,,,勇気の証,1,龍歴院チケット,1,泡狐竜の上鱗,3,水竜の上鱗,3
マリネロカフス,2,2,7,1,99,9,0,25,61,0,0,0,0,0,特殊攻撃,3,速射,3,属性攻撃,-2,,,,,勇気の証,1,龍歴院チケット,1,泡狐竜の上鱗,3,水竜の上鱗,3
EXレイアＳアーム,0,1,7,0,8,99,0,64,136,4,0,-3,0,-4,ガード強化,1,ガード性能,5,根性,2,,,,,EX火竜チケットＳ,1,雌火竜の堅殻,5,火竜の翼爪,5,獄炎石,3
EXレイアＳガード,0,2,7,0,8,99,0,32,68,6,0,-3,0,-4,ガード強化,1,ガード性能,5,根性,2,,,,,EX火竜チケットＳ,1,雌火竜の堅殻,5,火竜の翼爪,5,獄炎石,3
EXレウスＳアーム,0,1,7,1,8,99,0,64,136,5,0,-4,0,-4,痛撃,1,攻撃,3,炎熱適応,2,,,,,EX火竜チケットＳ,1,火竜の上鱗,4,火竜の翼爪,5,獄炎石,3
EXレウスＳガード,0,2,7,1,8,99,0,32,68,6,0,-4,0,-4,痛撃,1,攻撃,3,炎熱適応,2,,,,,EX火竜チケットＳ,1,火竜の上鱗,4,火竜の翼爪,5,獄炎石,3
EXレックスＳアーム,0,1,7,1,8,6,0,64,136,2,0,-4,0,-3,スタミナ,3,気力回復,3,体術,1,,,,,EX轟竜チケットＳ,1,轟竜の鋭牙,5,轟竜の爪,6,奇猿狐の鉤爪,5
EXレックスＳガード,0,2,7,1,8,6,0,32,68,4,0,-4,0,-3,スタミナ,3,気力回復,3,体術,1,,,,,EX轟竜チケットＳ,1,轟竜の鋭牙,5,轟竜の爪,6,奇猿狐の鉤爪,5
ディアブロアーム,0,1,7,1,8,10,1,66,138,3,-1,-1,-3,-1,抜刀会心,3,闘魂,3,,,,,,,★生産素材未入力,1,,,,,,
ディアブロガード,0,2,7,1,8,10,1,33,69,3,0,0,-3,0,装填速度,3,闘魂,3,,,,,,,★生産素材未入力,1,,,,,,
アークＳアーム,1,1,7,2,7,99,0,68,140,-2,2,0,2,-4,無傷,2,匠,2,節食,3,,,,,天廻龍の鋭浄爪,3,天廻龍の上鱗,2,天廻龍の堅殻,5,天廻龍の虹翼,2
アークＳガード,1,2,7,2,7,99,0,34,70,-2,2,0,2,-3,無傷,2,通常弾強化,1,節食,3,,,,,天廻龍の鋭浄爪,3,天廻龍の上鱗,2,天廻龍の堅殻,5,天廻龍の虹翼,2
フィリアＳアーム,2,1,7,2,7,99,0,68,140,-2,2,0,2,-4,無傷,2,匠,2,節食,3,,,,,天廻龍の鋭浄爪,3,天廻龍の上鱗,2,天廻龍の堅殻,5,天廻龍の虹翼,2
